Time,X,Y,Z
1.73444e+09,12.5173,-1.98105,-1.89114
1.73444e+09,12.5418,-1.97726,-1.89427
1.73444e+09,12.5663,-1.97346,-1.8974
1.73444e+09,12.5908,-1.96966,-1.9005
1.73444e+09,12.6153,-1.96587,-1.90358
1.73444e+09,12.6399,-1.96207,-1.90663
1.73444e+09,12.6644,-1.95828,-1.90967
1.73444e+09,12.6889,-1.95448,-1.91269
1.73444e+09,12.7134,-1.95069,-1.91568
1.73444e+09,12.738,-1.94689,-1.91865
1.73444e+09,12.7625,-1.9431,-1.92161
1.73444e+09,12.7871,-1.9393,-1.92455
1.73444e+09,12.8116,-1.93551,-1.92746
1.73444e+09,12.8361,-1.93172,-1.93035
1.73444e+09,12.8607,-1.92792,-1.93322
1.73444e+09,12.8852,-1.92413,-1.93608
1.73444e+09,12.9098,-1.92033,-1.93891
1.73444e+09,12.9343,-1.91654,-1.94172
1.73444e+09,12.9589,-1.91275,-1.94451
1.73444e+09,12.9835,-1.90895,-1.94729
1.73444e+09,13.008,-1.90516,-1.95004
1.73444e+09,13.0326,-1.90137,-1.95278
1.73444e+09,13.0571,-1.89758,-1.95549
1.73444e+09,13.0817,-1.89378,-1.95819
1.73444e+09,13.1063,-1.88999,-1.96086
1.73444e+09,13.1308,-1.8862,-1.96351
1.73444e+09,13.1554,-1.88241,-1.96615
1.73444e+09,13.18,-1.87862,-1.96877
1.73444e+09,13.2046,-1.87483,-1.97136
1.73444e+09,13.2291,-1.87104,-1.97394
1.73444e+09,13.2537,-1.86725,-1.9765
1.73444e+09,13.2783,-1.86346,-1.97905
1.73444e+09,13.3029,-1.85967,-1.98157
1.73444e+09,13.3275,-1.85588,-1.98408
1.73444e+09,13.3521,-1.85209,-1.98656
1.73444e+09,13.3767,-1.8483,-1.98903
1.73444e+09,13.4012,-1.84451,-1.99148
1.73444e+09,13.4258,-1.84072,-1.99391
1.73444e+09,13.4504,-1.83693,-1.99631
1.73444e+09,13.475,-1.83314,-1.99871
1.73444e+09,13.4996,-1.82935,-2.00108
